dataset,image,engine,time_sec,text_length,predicted_text
english_scanned,82253058_3059.png,doctr,4.768,1192,12/10/36 09:51 8317 8450971 LORILLARD 2002/002 - COMPETITIVE PRODUCT INTRODUCTION PROGRESS REPORT TO: MRS. K. A. SPARROW MANUFACTURER: R. J. Reynolds FROM: R.G. Ryan BRAND: Camel Menthol DATE: 12/10/96 TYPE OF PACKINGS: Full Flavor Box and Light Box REPORTING PERIODS: AUG SEPT OCT NOV X (Forward by the 10th of the following month.) TEST MARKET GEOGRAPHY: All of Region 7. PRICE POINT: FULL $11.89 PNV $ (Indicate Distributor's Cost Per Carton) SALES FORCE INVOLVEMENT: Merchandising the top tray of permanent counter displays and labeling carton fixtures in the Camel section. Also placing metai signs and temporary counter displays. DISTRIBUTORS - ACCEPTANCE/INTRO TERMS/INTRO DEALS: Product is being introduced to all Direct Accountsi in thel Region. Acceptance is spotty at this time. DISTRIBUTOR INVOLVEMENT: Assembly of promotional products and: shipment to retail. Indianapolis Direct Accounts are reported to be receiving 81G1F product. CHAINS - ACCEPTANCE/MERCHANDISING ALLOWANCE Chain acceptance has been very good. INDEPENDENTS - ACCEPTANCE/MERCHANDISING ALLOWANCE Acceptance is better at high volume locations than at lower volume retail calls. 82253058 CAMEL.WK1/FMT PAGE 1 OF 2
english_scanned,82253245_3247.png,tesseract,0.632,1335,"To: KA Sparrow FROM: RE Lane SUBJECT: STYLE LOW PRICI  JUNE 30]  AUG 14  >ROGRESS REPORT  ‘SUBMISSION DATE]  oR oO  sep22  Nov1o  EE SREERGIVENESS Onsirandiiion BISA  (Repart on June 30 only) PRE-SELL Overall pre-sell  forts were successful, Retall accounts that previously stocked  Style Full Price accepted the introduction ofthe low price  BIGIF/2 FOR  Proved to be an excellent oo! for pulling the balance of Style Ful Price packs through  the system. This alded the field greatly during the transition.  $7.00 CARTON COUPON/BUYDOWN: —_Erfective in those retal calls that we could not exchange product out of  “Those situations were limited  (DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION  (15 + STORES) STOCKING NO LOW PRICE STYLE  : Tn nn; UNDEOR I NGIOF TWOILOR'| “NOT OF Walle oF ACcoUNT “| voLUMe |’ SToRES | ‘Naw GFACCOUNT | voLUME | sToREs| IM. Maskos & Sons Pollock Candy and Cigar McKeesport Candy Co. Sico Serve area Ty Sheetz 521/42 450 [rhvitséckord 137/20 188 DIRECT ASCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION {18+ STORES) STOCKING NO LOW PRICE STYLE ee WOR] NONOF TWOILOR | NO. OF] NAME OF ACCOUNT | VOLUME: |. STORES NAME OF ACCOUNT | VoLUME | sToREs| Kroger 24 Rich Oi 82 [Super America 105: jovs 7. WH Smith 5 [71 318 Zon 23 Dairy Marts 35. |Widman Drugs 3  smexis  Page of 3 Pages  Sv7ZS778"
english_scanned,82253245_3247.png,easyocr,8.664,1186,"To: Sparfow SUBMISSION DATE FROM: Lane SEP 22 AUG 11 NOV 10 SUBJECT: SIYLELQW PRICE PROCRES: REPORI EFFECTIVENESS OF: Iransltion Plan. (Repoit onduna only) PRE-SELL Overall pre-sell emorts wefe successiul;, Relal acccunts ihat prevlously stocked Style Full Prlce accepted the Introducticn of the lovt price: BIGIF / 2 FOR 1: Proved to be an excellent for pulling the balance Style Full Price pecks through _ the syatem Thls alded the fleld grcatly dujing the tansition 57.00 CARTON COUPONIBUYDOWN: Effective those callethat Wo not oxchange product out o Those situations were Iimited DIISTRIBUTION: DIRECIAccQuIS AND CHAINS HEADQUARTEREDWTHNTHE REGION L15 SITQRES) ETOCKINGNOLOWPRICE STYLE INDILOR No. OF INDILOR NO"" OF NAME QF CcoUNT VOLUME STORES NAME OF ACCOUNT VOLUME STORES UMaskos Sons Pollock Candy and Ciqar McKeesport Candy Co Slco Scrve 104/22 Sncen 521/42 ThIUEckerd 137420 DIRECL ACCOUNTS AND CHAINS HEADQUARIERED QUTSIDE THE REGION L15 + ETQRESL STOCKINGNQLOW PRICE STYLE INDILOR NO: OF INDILOR NO. NAME OF ACCQUNI VOLUME STORES NAME QF ACCOUNT VOLUME STORES Kroger Rich Qil Super America Smith 711 318 Zon Daumun Drugs 35 1 styleXLS Paga1 of 3 Pages JUNE Hodi rotail could"
english_scanned,82253245_3247.png,paddle,0.0,33,ERROR: Unknown argument: show_log
english_scanned,82253245_3247.png,doctr,5.531,1328,"TO: K. A. Sparrow SUBMISSION DATE FROM: R. E. Lane JUNE 30[ X SEP 22 AUG 11 NOV 10 SUBJECT: STYLE LOW PRICE - PROGRESS REPORT SN S a kt EFFECTIVENESS OFaTransition Plans (Report on June 30 only) PRE-SELL Overall pre-sell efforts were successful. Retail accounts that previously stocked Style Full Price accepted the introduction of thel low price. BIGIF /2 FOR 1: Proved to be an excellent tool for pulling thel balance of Style Full Price packs through the system. This aided the field greatly during thet transition. $7.00 CARTON COUPON/BUYDOWN: Effective in those retail calls that we could not exchange product out of. Those situations were limited. F AE DISTRIBUTION - DIRECT ACCOUNTS. AND CHAINS HEADQUARTERED' WITHIN THE REGION (15 + STORES) STOCKING NO LOW PRICE STYLE IND/LOR NO. OF à IND/LOR NO! OF e NAME OF ACCOUNT VOLUME STORES NAME OF ACCOUNT VOLUME STORES M. Maskos & Sons Pollock Candy and Cigar McKeesport Candy Co. Sico Serve 104/22 18 Sheetz 521/42 150 Thrift/Eckerd 137/20 183 DIRECT ACCOUNTS, AND CHAINS HEADQUARTERED OUTSIDE THE REGION (15 + STORES) STOCKING NO LOW PRICE STYLE E a IND/LOR NO! OF INDILOR NO. OF NAME OFACCOUNT: VOLUME STORES NAME OFACCOUNT VOLUME STORES Kroger 21 Rich Oil 82 Super America 106 CVS 87 W H Smith 5 7-11 318 Zon 23 Dairy Marts 35 - Widman Drugs 43 3 STYLEXLS Page1 of 3 Pages"
english_scanned,82253362_3364.png,tesseract,0.509,786,"To. KA Sparow ‘SUBNISSION DATE  FROM JL Meine may 19 ave 14) uso (=) SEP 22 ‘SUBJECT: MAVERICK SPECIALS MENTHOL - PROGRESS REPORT  PARTIAL (ONLY F PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE) pivision: Fuu, PARTIAL,  DIVISION NAME: DIVISION NAME: REPS  DIVISION NAME: DIVISION NAME: BREPS  DIVISION NAME: DIVISION NAME: REPS  s REG fre bReS SToGHIS Ho NAYERENSreCUAS ENT  Wiuoehocou Den & ene  hese Beeage [send stm Jone-co [ etaySharvockc [aeeroars = Housen Mi at  eats one Stop Shopper art  WDLOR NO. GF Voutite | STORES  752. 2  NRE s HEAn ou (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL  ‘iiieoraccour | Notun | eros |v leneron 15 2 27  ‘PRE STORES,  looker Breve  [Eckerd Drugs 8. Texas  leeon  Jena 65  star Ererrse agrees  8 z 7  id  svPROsaiu Paget of 3 Pages  T9EESTCS"
english_scanned,82253362_3364.png,easyocr,9.417,1007,Spartom SUBMTSSION DATE FROM: KcGinrie MAY 19 AUG 11 JUN 30 SEP 22 SUBJECT: MAvericK SPECIALS MENIHQL PROGRESS REPORT GEOGRAPHY REGION: FULL PARTIAL (ONLY PARTIAL REGION CONTINUE WITH DIVISIONIS} SCOPE  DIVISION: FULL _ PARTIAL DIMSION NAME: DIVISION NAME; REPS DIVISION NAME: DIVISION NAME: REPS DIVSION NAME: DIMSIONNAME: REPS DISTRIEUTEI DIRECLACCQUNTS AND CHAIS HEADQUERTEREDWYIIHINIHE REGION [45+ STORES) STOCKING NOLVERICK SPECLALSILENTHOL INDILOR Ro OF INDILOR No. OF NAIEOE ACCOUNI VOLUME STORES NAIE OF ACCOUNT VOLULE STORES Don & Bens 2622 (Sac _ 752 Wesern Eeteroe ACOIcaco 9513 Speed_ Stcp 10844 Lone S-i 763 50rN-50 6222 Chamtck Abettex Houxion 319416 Imini Mbnt 653 Dez Pne3 9p 692 [SIEFer Nat DIRECLACCQUNTiANDCHAIS HEADQUARTEBED QUTSIDE IHE_RBEGLON (15+ STORES) STOCKING NOMAVERICK SPECIALS MENTHOL INDILOR INDILOR MLIE QF ACCOUNT: VOLUME STORES NAME OF ACCOUNI VOLUME STORES Chevron Brookaiije Bro '& Eckerd Dnuos 4ex22 Exxon Phlpt 66 Euepiize Wazees 0 8 MSNPROANN; Pagej of 3 Pages Iva tBL
english_scanned,82253362_3364.png,paddle,0.0,33,ERROR: Unknown argument: show_log
english_scanned,82253362_3364.png,doctr,5.228,1222,"TO: K. A. Sparrow SUBMISSION DATE FROM: J.L. McGinnis MAY 19 AUG 11 JUN30 SEP: 22 SUBJECT: MAVERICK SPECIALS MENTHOL - PROGRESS REPORT SNE GEOGRAPHY REGION: FULL, X PARTIAL, (ONLY IF PARTIALI REGION CONTINUE WITH DIVISION(S) SCOPE) DIVISION: FULL, PARTIAL, DIVISION NAME: DIVISION NAME: # REPS DIVISION NAME: DIVISION NAME: REPS DIVISION NAME: DIVISION NAME: # REPS DISTRIBUTION * DIRECTA ACCOUNTS, AND CHAINS HEADQUARTEREDI WITHIN THE REGION (15+ STORES) STOCKING NO MAVERICK: SPECIALS MENTHOL IND/LOR No. OFF 1 INDILOR No. OF NAME OF ACCOUNT VOLUME STORES NAME: OF ACCOUNT VOLUME STORES Don & Bens 26/2 20 Sac NI Pac 75/2 27 Western Beverage 42/2 15 ACO/Texaco 95/3 15 Speedy Stop 106/4 29 Lone Star 76/3 37 Get-N-Go 62/2 44 Valley Shamrock 78/4 17 Albertson's -Houston 319/16 34 Mini Mart 65/3 15 Nears One Stop 69/3 20 Shopper Mart 80/4 22 DIRECT ACCOUNTS, AND CHAINS HEADQUARTEREDS OUTSIDE THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL INDILOR NO. OF do a INDILOR NO, OF NAME OF ACCOUNT VOLUME STORES a NAME OFACCOUNT VOLUME, STORES Chevron ? 115 Brookshire Bro.'s ? 38 Eckerd Drugs S. Texas ? 217 Exxon ? 38 Philip's 66 ? 27 Star Enterprise ? 70 Walgreen's ? 177 N 5 3 7 MAVPROGOXLS Page1 of 31 Pages"
english_scanned,82254765.png,tesseract,0.41,582,"To: FROM: DIV. NAME / NO: Nassau 107  1991 SPECIAL EVENT REQUEST FORM NAMEOFEVENT: _H. Levinson Tradeshow “DATE OF EVENT: 3/18/97  ‘SAMPLES /ITEMS REQUIRED: SAMPLE 10'S (400 PACKS PER CASE)  #.CASES  NEWPORTKS. KENTINKS, NEWPORT 107 KENT 101100 NEWPORTLTS. Ks. ‘TRUEKS. LT ‘NEWPORTLTS. 100 KENTKS. ae  _ KENT 100 =  _ ITEMS . BASEBALL CAP _ _WATER BOTTLES  SHIP TO: (CUSTOMER SHIPPING NUMBER 198-1160006 NYO ONLY: DATE FORWARDED TO PROMOTION SERVICES: lola  * PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST.  REFORM  DATETONYO: 1/24/97  KENTGLLISKS, KENTGL 100  GOLYS72B  outer"
english_scanned,82254765.png,easyocr,6.19,569,TO: KASPARROW DATE TONYO: 124497 FROM: Reindel DIV. NAME / NO: Na g2u 107 1997 SPECIAL EVENTREQLESTFORM NAME OF EVENT: Levinson Tradeshor 'DATE OF EVENT: 318197 SAMPLES ITEMS RFQURED; SAMPLE 10S (40 PACKS PER CASE) #CASES NEWPORTKS KENT HIKS KENT GL LTSKS NEWPORT IQS KENT III 100 KENT GL I0 NEWPORT KS TRUEKS NEWPORTLTS: I0D KENTKS: KENT I0 IEMS QUANTITREQURED BASEBALL CAP 1500 WATER BOTTLES 500 SHPTO: CUSTOMER SHIPPING NUMBER 198-1160006 NYOONLY: DATE FORWARDED TO PROMOTION SERVICES: 2k 1 PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST . FEOFORM 01/17/97 LTS.
english_scanned,82254765.png,paddle,0.0,33,ERROR: Unknown argument: show_log
english_scanned,82254765.png,doctr,3.206,612,TO: K A SPARROW DATETONYO: 1/24/97 FROM: S. Reindel DIV.NAME/NO: Nassau / 107 1997 SPECIAL EVENT REQUEST FORM NAME OF EVENT: H. Levinson Tradeshow *DATE OF EVENT: 3/18/97 SAMPLES / ITEMS REQUIRED: SAMPLE 10'S (400 PACKS PER CASE) CASES NEWPORTK.S. 2 KENT III KS. KENTGLLTSKS. NEWPORT. 100'S KENT III 100 KENT GL 100 NEWPORTLTS. KS. TRUEKS. NEWPORTLTS. 100 KENT KS. - KENT 100 ITEMS QUANTITY REQUIRED BASEBALL CAP 1500 WATER BOTTLES 500 SHIP TO: CUSTOMER SHIPPING. NUMBER 198-1160006 NYO ONLY: DATEFORWARDEDTO PROMOTION SERVICES: zlulgz - - * PLEASE. ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST. REQFORM 01/17/97
english_scanned,82491256.png,tesseract,0.325,485,"‘CASE FORM Wanda G. Robinson and Carroll Robinson v. Raybestos-Manhattan, etal.  CASE NAME: court: ‘San Francisco Superior Court - No. 996378 LORILLARD ENTITIES: Lorillard Tobacco Company DATE FILED: Suly 23, 1998 DATE SERVED: August 3, 1998, CASE TYPE: Asbestos PLAINTIFF'S, COUNSEL: Wartnick, Chaber, Harowitz, Smith& Tigerman Madelyn J. Chaber 101 California Street, Suite 2200 San Francisco, California 94111 415/986-5866 LORILLARD ‘COUNSEL: SUDGE: ‘TRIAL DATE:  957 L6¢z8 666hZ9h6"
english_scanned,82491256.png,easyocr,5.126,454,"CASE FORM CASE NAME: Wanda GRobiuson and Carroll Robinson Raybestos-Manhattan; et al COURT: San Francisco Superior Court - No. 996378 LORILLARD ENTITIES: Lorillard Tobacco Company DATE FILED: July 23,1998 DATE SERVED: Avgust 3,1998 CASE TYPE: Asbestos PLANNTIFF'S COUNSEL: Wartnick; Chaber; Harowitz; Smith& Tigerman Madelyn _ Chaber 101 California Street; Suite 2200 San Francisco, Califarnia 94MI1 415/986-5566 LORILLARD COUNSEL: JUDGE: TRLAL DATE: 1 J"
english_scanned,82491256.png,paddle,0.0,33,ERROR: Unknown argument: show_log
english_scanned,82491256.png,doctr,2.386,462,"CASE FORM CASE NAME: Wanda G. Robinson and Carroll Robinson v. Raybestos-Manhattan, et al. COURT: San Francisco Superior Court No. 996378 LORILLARD ENTITIES: Lorillard Tobacco Company DATE, FILED: July 23, 1998 DATE SERVED: August 3, 1998 CASE TYPE: Asbestos PLAINTIFFS COUNSEL: Wartnick, Chaber, Harowitz, Smith& Tigerman Madelyn J. Chaber 101 California Street, Suite 2200 San Francisco, California 94111 415/986-5566 LORILLARD COUNSEL: JUDGE: TRIAL: DATE: I I"
english_scanned,82504862.png,tesseract,0.308,488,"(CASE NAME:  court:  LORILLARD ENTITIES:  DATE FILED:  DATE SERVED:  CASE TYPE:  PLAINTIFF'S COUNSEL:  LORILLARD ‘COUNSEL:  suDGE:  ‘TRIAL DATE:  CASE FORM Donald D. Sellers and Robin J. Sellers v. Raybestos-Manhattan, etal.  ‘San Francisco Superior Court - No. 996382  Lorillard Tobacco Company  August 3, 1998  Asbestos  Wartnick, Chaber, Harowitz, Smith& Tigerman ‘StephenM.Tigerman  101 California Street, Site 2200  ‘San Franciseo, California 94111  415)986-5866  C98 P0528  SLIS29h6"
english_scanned,82504862.png,easyocr,5.051,439,"CASE FORM CASE NAME: Donald Sellers and Robin ] Sellers Raybestos-Manhattan, et al COURT: San Francisco Superior Court No. 996382 LORILLARD ENTTTTES: Lorillurd Tobacco Comnpauy DATE FILED: DATE SERVED: August $, 1998 CASE TYPE: Ashestos PLAINTIFF'S COUNSEL: Wartnick, Chaber; Harowitz Smitb& Tigernian Stephen MTigerman 101 California Street; Suite 2200 San Francisco, California 94111 415/986-5566 LORILLARD COUNSEL: JUDGE: TRIAL DATE: II"
english_scanned,82504862.png,paddle,0.001,33,ERROR: Unknown argument: show_log
english_scanned,82504862.png,doctr,2.504,449,"CASE FORM ÇASE NAME: Donald D. Sellers and Robin J.Sellers v. Raybestos-Manhattan, et al. COURT: San Francisco Superior Court - No. 996382 LORILLARD ENTITIES: Lorillard Tobacco Company DATE FILED: DATE SERVED: August 3, 1998 CASE TYPE: Asbestos PLAINTIFF'S COUNSEL: Wartnick, Chaber, Harowitz, Smith& Tigerman StephenM.Tigerman 101 California Street, Suite 2200 San Francisco, California 94111 415/986-5566 LORILLARD COUNSEL: JUDGE: TRIAL: DATE: - I"
english_scanned,82562350.png,tesseract,0.538,962,"= 05/01/00  1o:21 Tez $94 9690 LORILLARD_RGNWLL  Fax  To: _Mr. Randy Spell From: Rick Redfield  oorroos  Fox: Date: May 1,2000  Cc: Mr. Fred Patemosiro Fac 952 894-9690  Re: __Legal—lowa Pages: 4  Clurgent ([lrorReview [}PteaseComment (Jplease Reply (_]Pteazo Recycle  ‘Comments:  Attached is the lowa Department of Revenue and Finance Minimum Legal Prices on Cigarettes as of April 3, 2000. | am attempting to obtain a copy of the actual Fair Trade Law and will forward as soon as obtained.  Rick  ‘Ti aca may coin pega and contsetlfoton rtrd ofr Bo so of ha nial railyramed above. Ihe reader fhe csi isnt he ended ecplent or employee or agent responsible fr defy tothe Intmded reper yu ae ey robe ta ary scerinaton copying Usenet protd. you hav ‘ceived tis acs nemo, please nc us rea by takchone (nano icated eon) and rtf nal ‘scsi ous a he addres bow va US, Postal Sone.  208 River Ridge Cle 7.0. Bot 1538 umevito, WN SSSS7  “Telephone: (052) 0942238  0579528"
english_scanned,82562350.png,easyocr,9.352,1072,"0001/004 705/01/00 10:21 3612 89 { 9090 LORILLARD_RGN#HI Coeiland  IOBACCO COMPANY Fax Tot Mr: Randy Spell From: Rick Redlield Fax Date; May 2000 CC: Mr; Fred Paternostro Fax 952 894-9690 Rc: Legal Iowa Pages: Durgent Oror Ruview Oplease Commont Oetcare Reply Oplcaso Recyclc Comments: Attached Is the Iowa Department of Revenue and Finance Minimum Legal Prices on Cigarettes as of April 3, 2000, am allempling t0 obtain capy of the actual Fair Trade Law will forward as soon &5 oblained, Rick CORFDCNTIALIY NOTE Thu bcxlknrcnbn Mndeged J7d conldenl-1 Ikamation Intznded only lor to Usc of he indidu or onbty (med JocYA mdr maxtoltha Bxronlla is notthe intended nciolnt & emokyen or Daent fesponsibk kr defyeing #Io the hendcd rdpicr yoluc tenby noFied ualany disemlnstpn Cpying c Uis fcoiio is sbicly Rrohiblled: Ifyouhavo neccived this lacemkMEIO , Please nolly us medlately by ueptione (cullbor IIJIted bLkow) and ralan Iho &pinal poamle '0 us atthe eddrns3 bekuvia to U: Postd Senor . ] 205 River Rldje Ckck PO: Box 1589 Bumsville MN55317 Telephone: (952) 891-2238 end"
english_scanned,82562350.png,paddle,0.0,33,ERROR: Unknown argument: show_log
english_scanned,82562350.png,doctr,4.943,1187,"*05/01/00 10:21 #612 894 9690 LORILLARD RGN#11 2001/004 Yorillard TOBACCO COMPANY Fax To: Mr. Randy Spell From: Rick Redfield Fax: Date: May 1, 2000 CC: Mr. Fred Paternostro Fax: 952 894-9690 Re: Legal - lowa Pages: 4 Urgent For Ruview Please Commont Please Reply Please Recycle Comments: Attached is the lowa Department of Revenue and Finance Minimum Legal Prices on Cigarettes as of April 3, 2000. I am attempting to obtain a copy of the actual Fair Trade Law and will forward as soon as obtained. Rick CONFIDENTIALITY NOTE This facsimile may contain privleged: and confidential information intended only for the uso of the individual or entity named above. ffthe reader of the facsinile is not the intended recplent or employee or ugent responsible for defivering itio the 2 intanded recipient, you are hereby noffad thatany dissemination or copying oft this facsimile is stricly prohibited. ifyou have 5 received this facsimile in emor, please nolly us immediately by tolephone (number indicated below) and return the original - facsimile lo us at the address below via the U.: S. Postal Service. 3 - 208 Rivor Ridge Circle P.O. Box 1589 Bumsville, MN 55337 Telephone: (952) 894-2238"
english_scanned,82573104.png,tesseract,0.465,875,"xe: RBS 1269-99  Pham eRSENED COVINGTON & BURLING  pg¢-9.1999 R. B. SPELL  1201 Pennsylvania Avenue, N.W. P.O. Box 7566 ‘Washington, D.C. 20044-7566 (202) 662-6000 Fax Numbers (202) 662-6291 or (202) 737-0528 Fax Operator: (202) 662-6280  THIS FACSIMILE TRANSMISSION IS INTENDED ONLY FOR THE ADORESSEE SHOWN BELOW. IT MAY CONTAIN INFORMATION THAT IS PRIVILEGED, CONFIDENTIAL OR OTHERWISE PROTECTED FROM DISCLOSURE. ANY REVIEW, DISSEMINATION OR USE OF THIS TRANSMISSION OR ITS CONTENTS BY PERSONS OTHER THAN THE ADDRESSEE IS STRICTLY PROWIBITED. IF YOU HAVE RECENED THIS TRANSMISSION IN ERROR, PLEASE NOTIFY US IMMEDIATELY AND [MAIL THE ORIGINAL TO US AT THE ABOVE ADORI  Date: December 9, 1999 To: Haney H. Bell, Esq. From: David H. Remes  (202) 778-5212 — direct fax  Room: 803E  MU, Pages (including cover)  MESSAGE:  VOLELS%8  00m SNTTUNE ¥ NOIONTAGD x¥d 60:TT 66/60/27 “—"
english_scanned,82573104.png,easyocr,6.938,833,"Xc: kbs 12 -9-99 FRan REENVED Co VING ToN & BURLING DEC 1999 1201 Pennsyivania Avenue, N.W. R; B; SPELL PO, Box 7566 Washington DC 20044-7566 (202) 662-G000 Fax Numbers (202) 662-629 (202) 737-0528 Operator: (202)} 662-6280 ThIs FACSIMILE TRANSMISSIDN I5 INTENOED ONLY FOR THE AdOREBSEF SHOWN BELOW: It MAY CONTAIN  INFORMATION THAT Is priviLeGeD CONFIDENTIAL OR OTHERWISE PROTECTED FroM DIscLosurE: ANY REVIEW, DISSEMIMATON OR USE OF ThIS TRANSMiSSION Or Its CONTENTS By Persons Other THAN ThE Adoressce Is strictLy prohizited YOU HAVE ReceIveD This TRANSMiSSION IN ErROR, PL FASE NoTIFY Us IMMEDLATELY AND MAIL THE ORIOINAL TO Vs AT ThE AbovE adoress_ Date: December 9, 1999 To: Haney H Bell David H Remes (202) 778-5212 direct fax Room: 803E '(including cover) MESSAGE: 1 Tool ONI T4na NOIONIAO) II 80:TI 86/60/31 Esg: From: Pages"
english_scanned,82573104.png,paddle,0.0,33,ERROR: Unknown argument: show_log
english_scanned,82573104.png,doctr,3.886,862,"XC: RBS 12-9-99 FRomipt RÉLENED COVINGTON & BURLING DEC - 9 1999 R. B. SPELL 1201 Pennsylvania Avenue, N.W. P.O. Box 7566 Washington, D.C. 20044-7566 (202) 662-6000 Fax Numbers (202) 662-6291 or (202) 737-0528 Fax Operator: (202) 662-6280 THIS FACSIMILE TRANSMISSION IS INTENDED ONLY FOR THE ADDRESSEE SHOWN BELOW. IT MAY CONTAIN INFORMATION THAT IS PRIVILEGED, CONFIDENTIAL OR OTHERWISE PROTECTED FROM DISCLOSURE. ANY REVIEW, DISSEMINATION OR USE OF THIS TRANSMISSION OR ITS CONTENTS BY PERSONS OTHER THAN THE ADDRESSEE IS STRICTLY PROHIBITED. IF YOU HAVE RECEIVED THIS TRANSMISSION IN ERROR, PLEASE NOTIFY US IMMEDIATELY AND MAIL THE ORIGINAL TO US. AT THE ABOVE. ADDRESS. Date: December 9, 1999 To: Haney H. Bell, Esq. From: David H. Remes (202) 778-5212 I direct fax Room: 803E Pages (including cover) MESSAGE: < - TOOD DNITINE 9 NOJONIAOO IVA 60:IT 66/60/2T"
english_scanned,82837252.png,tesseract,0.354,459,"NEW COMPETITIVE PRODUCTS  BOBBY MILLS, REGIONAL SALES MGR., INDIANAPOLIS, IN  DATE:_8/10/90  TIME:  HALL RODECAP, NOBLESVILLE, IN  VICEROY KING BOK AND VICEROY LIGHTS KING BOX oF \ RODUCT: ! IZE OR SIZES: IST PRICE: EXTENT OF ISTRIBUTION: ER INFORMATION: SEE ATTACKED INFORMATION SHEET \ H. Tisch .Tottord 4.3, Tetut H. Orcutt F.u.Schute LH, Kersh 2 Peterson AWspeas SU Stter 8 -H. Mau NP. Rufio 8 Gordon T. Lachey S.T. Jones n R. S. Goldbrenner x EB Harrow N"
english_scanned,82837252.png,easyocr,6.011,524,"New COMPETITIVE ProducTs Mla BOBBY HILLS REGIONAL SALES HGR INDIANAPOLIS reporTED BYi DATE; 8/10/90 TIME: SOURCE OF BALL RODECAP , NCBLESVILLE NFORMATION; MANUFACTURER: VICEROY KING BOX nd VICEROY LIGHTS KING BOX BRAND NAME; TYPE OF PrODUct: SIZE OR SIZES: UST PAICE: EXTENT OF DISTRIBUTION: OTHER INFORMATION: SEE ATTACEED INFORHATION SHEET CC: H: Tisch Telford Tetulli H. Orcut Schulz H. Korsh M.A Petorson w. Spears J.r- Slater H: Mau Rultalo 1 Gordon Achey 8. T. Jonos Mastandrea McCann R.8 Goldbronnor Oiacolo ER Hartow"
english_scanned,82837252.png,paddle,0.001,33,ERROR: Unknown argument: show_log
english_scanned,82837252.png,doctr,3.269,607,"NEW COMPETITIVE PRODUCTS MKA BOBBY MILLS, REGIONAL SALES MGR., INDIANAPOLIS, IN REPORTED BY: DATE: 8/10/90 TIME: SOURCE OF HALL RODECAP, NOBLESVILLE, IN INFORMATION: B&W MANUFACTURER: BRAND NAME: VICEROY KING BOX AND VICEROY LIGHTS KING BOX TYPE OF PRODUCT: SIZE OR SIZES: LIST PRICE: EXTENT OF DISTRIBUTION: OTHER INFORMATION: SEE ATTACHED INFORMATION SHEET cc: A. H. Tisch G. Telford J. J. Tatulli R.H. Orcutt F. J. Schultz L H. Kersh M. A. Peterson A. W. Spears J.R. Slater TT. H. Mau N. P. Ruffalo - Gordon T.L Achey s. T. Jones p.P. Mastandrea P.J. McCann R. S. Goldbrenner a J. Giacolo I A. E.R Harrow"
english_scanned,83443897.png,tesseract,0.485,1125,"JAN 11 199 16:29 FR 8220  FAX TRANSMISSION  DATE: January 11, 1999 CLIENTNO: _L8557.002  To seramizess7Heean Pot  DICKSTEIN SHAPIRO  MORIVG OSHINSKY  MESSAGE T  1: Dewey Tedder  COMPANY: Lorillard Tobacco Compan  FAXNUMBER: 336/373-6917  PHONE: 336/373-6750  FROM: Andy Zausner and Rob Mangas  PHONE: 202/828-2259 and 202/828-2241  PAGES (Including Cover Sheet): __2_ HARD COPY TO FOLLOW:  MESSAGE: [The following is for your review,  wa 12 1999  Ifyour receipt ofthis transmission isin error, please notify this fiem immediately by  collect call to our Facsimile Department at 202-861-9106, and send the or  al  transmission to us by cetum mail at the address below.  “This transmission is inteaded for the sole use ofthe individual an entity to Whom ils addeesed, and may contin information dst i peileged, coubdental and exempt from dielomire under applicable Jay. You are hereby notified that any Gsseminadon, isozbution or duplication ofthis wansassion by sonicone other than the intended addesee ort designated agent is sey probibited.  21011 Steet NW Washington, DC 20087-1628 Tel 202-785-700 Fax 202-867-0089  LO8fHS8"
english_scanned,83443897.png,easyocr,8.032,1048,"JAN 11 59 16.29 FR 8223 TO 32121123557F0024 FAX TRANSMISSION DICKSTENN SHAPIRO MORIV & OSHINSKY DAT: January14,1999 CLIENT NO:: L855z.002 MESSAGE TO: Dewcy Tcdder COMPANY; Lorillard Tobacco Company FAX NUMBER: 336/373-6217 PHONE: 336/373-6750 FROM: Andy Zausncr and Rob Mang2s PHONE: 202 828-2259 and 202/828-2241 PAGES (Including Cover Shoet): HARD COPY TO FOLLOW: YES NO MESSAGE: following is for your rcview. Ky ISco Ifyour reccipt of chis transmission in cITOr, pleasc notify this firm irnmediarely by collect call to our Facsimilc Dcpartmcnt at 202-861-9106,and send thc original tansmission by rcnum miail at thc addrcss bclow. This transmision intcuded for thc solc usc ofthc indivjdual and cndnr IO wnom addresscd , ard conf un inlamction tbit privileged, couEdantbi and cxcmpt cAca tc undci ""pplablc bereby noticd that any dscminaton disuribution duplicadon ofthis tausmixion b} aonicong nther tamahe intcndcdnudtcrcOrid dcsignatcd agcnr stictly prohibited  1 2101 Street NW Washinglcn; DC 20037-1526 Tel 202-785-9700 Fax 202-387-0E39 IThe"
